fecha,temperatura_promedio_C,precipitacion_mm,humedad_relativa_%,ph_suelo,materia_organica_%,rendimiento_toneladas_ha,latitud,longitud
2024-02-26,23.79146062881704,25.0220760016333,83.16817042719815,5.844647782825832,2.4780423997534853,6.585666222457297,-1.8273452249384425,-79.54543969484756
2024-02-27,25.91689794270347,12.559411263083618,81.66681339801035,5.81791613625105,2.4210646318770697,6.4546180149039465,-1.8241205141274257,-79.52527898476487
2024-02-28,25.34407337571785,15.002183817668657,81.78067016684258,5.211922273067144,2.7623603106119043,6.558420858415633,-1.828643181332684,-79.54712206199916
2024-02-29,25.485032994843284,7.390741067888904,83.37233815995805,5.989505292424571,2.1908489328705563,6.12211568613736,-1.820240090077102,-79.52252355588381
2024-03-01,24.722674612366973,3.101909176055347,78.1198483262301,5.972478694476552,2.8812500181504346,6.153925626029188,-1.8183396813093156,-79.52792347493133
2024-03-02,26.0800766294784,12.580891435574792,78.07555521433115,5.886384508934788,2.820163810091073,6.726287398944073,-1.8218595290467832,-79.50561479086208
2024-03-03,26.451130697179718,13.54151923600532,81.05434462262475,6.014030047663285,2.489391496300376,6.235437604631684,-1.805137874725442,-79.53245424937239
2024-03-04,25.369546428844988,6.275486775967755,77.97446517507686,5.7710962658568965,2.183032031600016,5.907611541108288,-1.8192974001991924,-79.54414664917861
2024-03-05,23.98510826643697,11.066468536864694,80.00361642608668,5.636582273786361,2.763698267372962,6.781271041287967,-1.8215719647093787,-79.54285041589736
2024-03-06,24.21395210850482,6.186376107168929,77.69257295063811,5.612019379778227,2.8317899367726995,5.941852158368159,-1.8137191175052525,-79.51192446841412
2024-03-07,25.28838812695151,0.0,81.90625409062768,5.552148321029305,2.523973052106532,6.083213081387457,-1.825772273250757,-79.51908909683418
2024-03-08,26.58852687667092,3.45589800440444,70.94146353253753,5.836769908950739,3.2202044726043413,6.371683905881831,-1.8059340905773789,-79.54494386619386
2024-03-09,25.6677275322197,7.541819071839763,82.42136778991193,5.605290760059106,2.690543107742488,6.151641047749988,-1.827763480689607,-79.54579465969425
2024-03-10,26.348167925999103,23.798300194555388,81.1772479015363,5.6982072748585,2.489770275123202,5.969277228533264,-1.8003933919019846,-79.51495154342705
2024-03-11,24.944229495128752,7.95358780943448,78.42773480619623,5.830470974406744,2.1710320270471195,6.336309200197341,-1.8068326569211004,-79.54636184968179
2024-03-12,25.50016565193456,9.953498394306928,79.01631585046124,5.831038136771796,2.8300393058670537,5.73986093528673,-1.824038529553975,-79.50890699703548
2024-03-13,24.9735068087398,8.481369856116677,75.96238722958036,5.636148428055701,2.3095116505821363,6.262316754213818,-1.829834336486292,-79.51468788864217
2024-03-14,25.71004906320154,10.967949556837722,82.55269388650392,5.7725256423201206,2.656185939971556,6.469033474120251,-1.805536157146355,-79.5459325609679
2024-03-15,25.7122898795197,7.08620671194209,72.6835485251707,5.773144167562739,3.069099254439976,6.277864620672478,-1.8087942796845715,-79.54575811429574
2024-03-16,26.27231798767294,16.18065360903109,80.26597277288431,5.839463141481119,2.25293924182626,6.405178143191885,-1.8081297849587705,-79.50066802107494
2024-03-17,25.992616919816918,16.019422185844082,79.581661172957,5.709962147029717,2.500211183542639,6.680362024678734,-1.8068618895994217,-79.53128646021219
2024-03-18,24.34491614709317,0.0,78.34838945152525,5.555857514817168,2.296743920941076,5.955665904354759,-1.8277786604479773,-79.53146789264666
2024-03-19,25.137401272781588,17.262337672353727,80.98023429380696,5.860094871922166,2.7488828576173607,6.158350064665769,-1.819246028143672,-79.50936002163712
2024-03-20,26.331289429936216,9.6211785673227,82.01144185172363,5.5856285533919685,1.8784964935935744,6.245366897407509,-1.8265239282142463,-79.5026375711308
2024-03-21,25.801127620878013,5.489742228212448,77.39101075617592,6.025086956882953,2.0242352428530688,6.492801885976789,-1.8041068972237322,-79.50069994680885
2024-03-22,24.779503412281706,13.191959628041914,79.01414457275304,5.920637486216468,2.282354399154323,6.451162128178312,-1.8113010561951732,-79.51233109073705
2024-03-23,25.532735340316577,4.989062721092637,82.22247303626038,5.6973572867056825,2.4085600338639925,5.701695187617446,-1.8200730592544205,-79.53118702072345
2024-03-24,23.45013307296375,9.044861186999157,87.23784626483875,5.956920857579605,2.492295848106242,5.921132751237519,-1.8280932494914193,-79.54582496416506
2024-03-25,25.51797271424964,12.73559557587605,76.45756155407346,6.022864338933775,2.786152526176497,6.715455717712381,-1.8206705303485302,-79.51114265420362
2024-03-26,25.850780591047783,10.09808328846995,82.01858370790046,5.918362826748275,2.3583837156235905,6.32791946813093,-1.8202445003391976,-79.5220797875132
2024-03-27,25.58148503620959,17.74510075747594,76.2826787730383,5.506494946849512,2.5659043364946066,6.515266310556806,-1.808111814649858,-79.52878889953764
2024-03-28,25.638673331496328,11.219765989542502,79.33039323609559,6.097972687720416,1.8596384086093936,6.251450892565926,-1.8108732758593438,-79.50468228074526
2024-03-29,25.41739619188076,1.7840559442291628,79.47243678670378,6.132294033145604,2.508354595318385,6.069210271715605,-1.8033836177227103,-79.54444012588469
2024-03-30,24.491868187861936,6.918192959802613,78.87441085902819,5.736456980648753,3.0126575180015074,6.167307318217538,-1.8158335522451416,-79.52536874478545
2024-03-31,24.610833634450373,11.232523892160025,81.49466524549035,6.028029807704253,3.1322162746273494,6.195471742451639,-1.826412172621851,-79.54943231776163
2024-04-01,24.85131399103173,2.3787773720935848,79.29794042267906,5.893271674889267,2.894933806635641,5.977214692907244,-1.8086026563833102,-79.5265669679003
2024-04-02,25.244121981396123,9.425456627910368,77.49457129510994,6.217907744338954,1.8569355891527763,6.055422173668718,-1.8071764485414932,-79.5471848362159
2024-04-03,27.11888497538371,8.700665889466656,79.42988289499552,5.728510915437915,2.427843327295037,6.711854542402959,-1.8131616840729152,-79.54405910418659
2024-04-04,23.730510470936395,16.333835173148294,75.72812854264956,5.746669534153117,2.328302231880535,6.676565980931216,-1.8068709846013633,-79.54412368766114
2024-04-05,24.221500518493,10.97752999707638,86.07292886986056,5.527365199081438,2.5758824670441585,6.301405346661017,-1.8151861321090683,-79.5175394848942
2024-04-06,25.84070976495443,8.762405553745426,78.07553927286708,5.897574456974215,3.221739243914697,5.94272886248181,-1.8143180151185403,-79.51269775603673
2024-04-07,26.075806353718544,2.200301877310848,77.13069086954597,5.894481255576076,3.093646411414386,6.106684004635698,-1.8171737694492436,-79.52083156174514
2024-04-08,25.24955357558148,8.663123693783437,76.24877679809084,5.920903065271073,2.852933224929364,5.864372900150076,-1.8292374261976772,-79.50189137257627
2024-04-09,25.1239662817924,9.996057814926909,78.68984079187821,5.786773477074835,3.339888715666606,5.925892289776201,-1.8267632571902008,-79.53125647102381
2024-04-10,25.213327878383023,5.42895763849087,82.2325759144998,5.763755165356379,2.2402507846714297,6.396391209681903,-1.829057124429398,-79.5357143956859
2024-04-11,26.63568240361091,5.664548837973141,74.40038014591815,6.001502737967384,2.2261480696959985,6.23718767974883,-1.8109076876620867,-79.50657004359053
2024-04-12,23.92391694583053,13.129653358163212,76.36648421215766,5.946152823813304,2.505709227134574,6.213818174181006,-1.8205693205677103,-79.53882020807403
2024-04-13,25.174370949658577,12.09825895145017,80.31768335934571,5.916882596094497,3.290576233806194,6.030727516486684,-1.814742879265059,-79.50183887302796
2024-04-14,26.7937700599749,9.18844635428273,77.30364785503062,5.533937274852202,2.4243518436891867,6.276495033577338,-1.8027730057822173,-79.54939227626551
2024-04-15,25.39796070369797,16.222441317903403,75.64647292984532,5.797582210430789,1.9990426222347524,6.6090895647874905,-1.8225212331255338,-79.50150605866462
2024-04-16,26.20950991207784,6.5628576982614,72.18735843011859,5.839789629359299,2.674695420693404,6.121288426488509,-1.8176885123089312,-79.54784200440247
2024-04-17,26.48862575345772,3.3113982684214216,82.04064831635135,6.038501502495595,1.7885649663973933,6.095895547775693,-1.8073334658437086,-79.5054428443151
2024-04-18,25.096656135193864,8.259053301158437,81.04302945061501,5.702554287177289,2.229716768335355,6.010245725246407,-1.8231360550352513,-79.52361494454568
2024-04-19,24.63020324890976,3.2375410222407397,82.03811984886951,5.570241192968268,2.7665250003636848,6.1387773878561855,-1.8276906027051363,-79.50035176019404
2024-04-20,24.119354616967524,5.278843404988391,83.58232820914212,5.603766893772064,2.314238295076245,6.138618267975569,-1.821307456412587,-79.54631017176322
2024-04-21,26.12671240742608,7.408972236444187,78.20746941592508,6.084473972339701,3.195559865519032,6.293657415234539,-1.82516336138238,-79.52230728577993
2024-04-22,25.56825451405202,4.6253380584620345,77.5086667803303,5.904502821053152,2.667359288355473,6.4204795778839285,-1.802109070429723,-79.50153487321904
2024-04-23,26.02036007402891,1.1512651578675763,83.15584285316875,5.600387874537117,2.3464114912190595,6.075060061875508,-1.8057563886130676,-79.52384510779149
2024-04-24,27.09653399182717,24.21625944669347,81.82016917740854,5.763360676255922,2.71380225939222,7.066296627762151,-1.8109978873046872,-79.51853006809324
2024-04-25,25.243465899554245,17.642723446228278,80.6902122775742,5.899548617818279,2.7663697008217847,6.626475983184337,-1.8038561822943686,-79.51521256555077
2024-04-26,26.17115240037569,5.58040073393205,78.32509473816191,5.579969153405661,2.6758004922480905,6.233680951053635,-1.8058898376930266,-79.52727294676161
2024-04-27,25.86621829292151,17.039128833404355,79.98321194351286,5.933748331118502,2.0633196495442743,6.383870089257679,-1.824402898233419,-79.5186220959958
2024-04-28,26.05643020605262,12.912177220382386,79.11809915700745,5.785680149628386,1.892850501327676,6.3928912397580175,-1.8032232300453006,-79.52078428440385
2024-04-29,26.21230653081583,11.542691747199498,81.50199716414363,5.809954737436192,2.5028252634512707,6.301903658157966,-1.8138197327425305,-79.50494209947546
2024-04-30,26.059062736162023,10.771531388613615,81.4760565439784,5.694793031466483,1.6386628320515022,6.829145813526108,-1.805776795345078,-79.54772768098293
2024-05-01,24.86693003519328,1.6861211797843971,82.08043673574198,5.721597472016174,2.923974553618649,6.18510178487301,-1.8031172610022952,-79.53595184052038
2024-05-02,25.796855458560383,0.0,83.6358319561592,5.852250106246771,2.3522891443015186,6.043016540202675,-1.8204598957508442,-79.50247942579617
2024-05-03,23.829011813681344,8.043264057403354,76.91188547545379,5.529465942831293,1.891056325512844,6.333806512496977,-1.8266984422641697,-79.50548681080545
2024-05-04,24.74658928504577,13.668638549582496,78.3925956108431,5.458528408481411,2.053390224020536,6.870743486002081,-1.8231619451237417,-79.52721716236071
2024-05-05,25.125281457650665,3.258563517546995,80.48005467755836,5.900356547233509,2.946959526360984,6.434549768967877,-1.8171867663412125,-79.51899337010992
2024-05-06,24.96218508336873,0.0,78.75960451663018,5.8520561013165775,2.114496429515756,5.712854725531487,-1.8054595570223253,-79.53613094085094
2024-05-07,25.52503030523991,5.756738242147744,80.09839098623476,5.648300933059986,2.407839714317693,5.7227300567195085,-1.8041780825023097,-79.54059394201381
2024-05-08,25.96215872889983,11.176246673618763,74.46143641328572,5.614097827961518,1.9013882979639685,6.30499281967793,-1.8297914360840644,-79.52681507975299
2024-05-09,25.18324962416771,0.0,77.23442056062406,5.5992085255837,2.5829069317595774,6.020803301110875,-1.8146775809226732,-79.53233238859869
2024-05-10,24.6726099573302,6.88410436069699,78.3599597462382,5.745668977934789,3.169380836119415,6.402138315537105,-1.8174776699055366,-79.52081719440746
2024-05-11,24.21033501045792,10.148662089395874,82.43418966347478,5.570347342249476,2.8275110575019444,6.9613795755237655,-1.823336765685878,-79.54611326815174
2024-05-12,24.35196415500447,1.4124858949286816,83.0529844005305,5.854299062165129,2.720590510095809,6.102176764920149,-1.8264040389799896,-79.50128025961669
2024-05-13,25.562556736742515,0.0,83.14195311986434,6.033917998485554,2.408243702372789,5.986956915055841,-1.8198715448578913,-79.50068946277602
2024-05-14,24.025113997955422,8.571273780089175,81.71617232514244,5.787561796600138,2.949741343948201,5.899776830706018,-1.8017127088826244,-79.515091914299
2024-05-15,25.70168474071488,0.9016783065394218,79.92934354737729,5.765129148419432,2.5901231688163766,5.889141921349992,-1.8203039120393774,-79.5231951816828
2024-05-16,25.144821923462665,10.13023585720753,78.68970728828535,5.478684579852264,3.1998335616821683,6.9144362236071455,-1.814436281347699,-79.53452361918568
2024-05-17,24.216189843915505,9.448539026225973,78.49107568834597,5.852697443066211,2.6176896516053976,5.929677659905104,-1.8089094312331446,-79.50931024901465
2024-05-18,24.622987467530884,2.547294738418703,77.25142425355627,5.633635558353911,2.4731286839802578,5.785272003266774,-1.8190911119286213,-79.5157634413723
2024-05-19,25.795641652570097,13.436230776679636,78.25984027588987,5.847880900107075,2.6998740441211737,6.641600681275782,-1.8008465375183713,-79.54186915303275
2024-05-20,25.31076421433287,9.713412091798611,81.44674685804198,5.55246751553454,2.847662425755709,6.266187251180023,-1.8011265811517367,-79.50445364077531
2024-05-21,24.63937111665713,6.1896891772380105,82.04998697843321,5.758137236084128,2.929191219106405,6.709161748385808,-1.8224465311252391,-79.50887313785384
2024-05-22,24.62121117389201,0.0,80.91145578681463,5.9443125010252285,2.4076534504620923,6.435978198996311,-1.8150825448232284,-79.5025100043354
2024-05-23,24.1791153602214,9.464593115158056,78.18241753772332,6.143875581241459,3.297006141267248,5.770003023664995,-1.820973650705497,-79.51371402458058
2024-05-24,24.810354291273136,10.29793943489901,78.83860805063145,5.7909177564135526,2.510155368216964,5.924098053140703,-1.821454785168676,-79.5193292402032
2024-05-25,25.23892980312461,2.5513611296791305,78.52063153280068,6.088726400693763,1.9973972422882973,6.243961556024393,-1.8288933915793641,-79.52908784818547
2024-05-26,25.026829655734552,4.601199157520828,82.37111568815513,5.8680102589137775,2.7282451988878123,6.2904553981598585,-1.8117130699806032,-79.5033635758323
2024-05-27,24.98495329345334,2.9388163274612484,76.74454842032661,5.634917894004209,3.67963777012349,6.373403874221036,-1.8149196293031342,-79.50669680552498
2024-05-28,24.169140507033585,0.0,81.44559818515548,5.909452959475593,2.7195535341269457,5.92351326193389,-1.8284556374625003,-79.54773906649469
2024-05-29,25.14963659199768,7.639397620796787,80.25767901888,5.356139925450493,2.4080801477699225,5.744578069721906,-1.8216406060729018,-79.54868165127513
2024-05-30,25.39016913512681,20.92629501301705,81.10244499642292,5.73729406276552,2.8687206007909007,6.644806366162764,-1.8027520234210004,-79.5311768316561
2024-05-31,25.586075592361475,9.034252966078355,86.16963069448863,5.573822312934817,2.6894528307245817,5.722085661005538,-1.822813143279991,-79.5094723334609
2024-06-01,24.9444101170738,0.0,78.74789955918475,5.740982017152419,2.8903266877378835,6.275536333182724,-1.8256531538372633,-79.50063619353425
2024-06-02,23.50342609884289,3.2746705549992434,77.87126043575248,5.548299017864933,2.413193179830252,5.907455163463254,-1.8153164171916731,-79.54247915544482
2024-06-03,26.44137318907642,5.164799126803481,75.86714749773729,5.687045199165811,2.9085533181717595,6.6265328318609775,-1.800430486376682,-79.5202934642324
2024-06-04,23.231213350209632,0.0,85.61289552611535,5.87792283547418,2.1526829072494533,6.1603887258367305,-1.822738341854655,-79.53095545716845
2024-06-05,22.391401808786497,3.016877532985805,80.98346351852926,5.9848540279075655,2.0944416190829847,6.025706148421008,-1.8098359335778238,-79.50150428010927
2024-06-06,23.75966029915233,4.276918778371585,77.31396103291092,5.718379832167956,2.1016738420839083,6.1953408725470975,-1.8071514115401386,-79.50789405384322
2024-06-07,25.18676089332533,1.826897150212931,80.11471398488008,5.510281717073291,2.380129340797285,5.984938614887477,-1.8228708736802282,-79.50808356476445
2024-06-08,26.59663447282398,0.0,84.39253171625731,5.999371754693161,2.612254561796054,6.52758614525854,-1.8081535095416443,-79.52656534201024
2024-06-09,24.79768437808549,4.945795978339644,79.84063804094737,6.044713776483725,2.9385876935243536,5.812296813751137,-1.8189665060184224,-79.52925902488312
2024-06-10,23.444602244320983,1.9850968130217144,77.59988430680706,5.787295085076929,2.994975253873656,5.862809503473963,-1.8110308250821927,-79.53632964640346
2024-06-11,24.46574129495074,3.2901136740419763,82.54529264661585,5.350622133203078,2.2573198820938813,6.063385107683842,-1.8109941086771733,-79.54718122516745
2024-06-12,25.460063165141488,0.5404877624689743,74.37034188187438,5.923942289193227,2.2458550444697485,5.643100002272892,-1.8139267594777573,-79.50676388118724
2024-06-13,24.00052368822942,2.077373211720752,78.18576600638536,5.358886788580186,2.8588264787548527,6.382462512383617,-1.8272913068983678,-79.50935494954349
2024-06-14,25.021217593071604,0.0,79.39552539815745,5.798695736954108,2.739517755824764,6.200502146615424,-1.804940925132323,-79.50001411633569
2024-06-15,23.912660960977203,3.409977782067802,81.37184121384573,6.091164464429353,2.781802615929889,6.236717006212656,-1.820376598050848,-79.50016815814631
2024-06-16,24.56706130234349,10.05229572601752,81.2292883878785,5.627782417965285,3.0613479880500765,6.709370981761708,-1.8244044446880043,-79.52222841471986
2024-06-17,24.14556478309721,0.6025351630037834,80.88972663542229,5.892636959053517,2.5789169062524824,6.093392602032865,-1.8287767457533572,-79.51155062924097
2024-06-18,25.859965899661105,8.357715761174429,80.57190677379508,5.988262116153496,2.086990438588984,6.119378114984043,-1.8122732117043527,-79.50276171350588
2024-06-19,25.947445079786487,1.9097705230381308,77.45709821414275,5.669582222281388,2.064146785063045,5.764571427561689,-1.8096730691447316,-79.50751763046613
2024-06-20,24.203593521127974,0.0,80.04685500184881,5.980455434757329,2.136897527941232,6.4557851770925305,-1.8295023651321645,-79.53763259491284
2024-06-21,24.90863367082208,8.152902928120287,78.0264963384436,5.970905045413323,2.0632264398418747,6.267074250250952,-1.8146372082510216,-79.5274727932345
2024-06-22,24.637471471834825,5.766256099923918,76.47321618312544,5.620986031544679,2.738891287301354,5.71549559873274,-1.8232051267440619,-79.54354202924242
2024-06-23,24.8705650336793,0.0,82.544522638,5.553495337046298,2.7209199750718094,6.1876892800938,-1.8106448162877165,-79.50229744863707
2024-06-24,23.94258254525634,5.910132835423634,80.78132679000066,5.692231628761452,2.0965781263695167,5.411212292498226,-1.8247690071298504,-79.51969126827746
2024-06-25,24.77972003783976,0.0,80.28603259832393,5.74731035678355,2.771657110175278,5.90938635015304,-1.8092718678569262,-79.53856785972482
2024-06-26,24.23644177092233,6.659353521441478,81.00517408725236,5.863231191436555,2.6877070359234105,5.5393283630378685,-1.818397939610984,-79.5164149657797
2024-06-27,25.105430943989585,6.062343970068012,76.9499506142705,5.75118390526516,2.4842770849489475,5.95965096467948,-1.801898100337898,-79.51909358797711
2024-06-28,24.767087973254828,10.156833909155916,83.24530018301849,5.537556161313718,2.74882799612242,6.898679995860623,-1.8258743716756203,-79.53209186409836
2024-06-29,24.80944681655136,8.454902125929834,86.0368113371023,6.004741909221396,2.5997234382566914,6.313526542225426,-1.8197680094684923,-79.54432212039002
2024-06-30,24.615910266477517,3.119515216424777,78.9457572928588,6.1126826717664215,2.1726285336231994,6.4597103174034345,-1.8265957943627824,-79.51642134022036
2024-07-01,24.399891298992294,0.0,81.10294787897426,5.379994698469675,2.7502032067324143,6.265569444896697,-1.8022591914516433,-79.52398461495481
2024-07-02,23.52611523547836,1.9510718131112448,85.86247230125086,5.698850659147612,2.0764369651773595,6.44449902073878,-1.8036798193985706,-79.51138408041322
2024-07-03,25.57006975242464,1.3518116925725698,83.03438910622506,6.068295183106176,2.2030063069846464,5.85440824938964,-1.8222617511685455,-79.5239918249444
2024-07-04,24.984699610523787,9.75840472687588,81.68864258052307,5.624037129299589,3.2948244446797768,5.84070873065641,-1.8102004786189747,-79.50739092498408
